id,label,content,weight,text_weight,emo_weight
4.99E+17,0,"PLEASE DONT TRY TO BUY ME OUT, MONEY OR ANYTHING. MY STORY IS FOR JUSTICE. #Ferguson http://t.co/zL7bNqls22",0.840655923,0.905931234,0.152842952
4.99E+17,0,"The revolution may not be televised, but it's being broadcast LIVE on social media...And we're watching. #Ferguson #MikeBrown",0.749183536,0.933675706,0.307312793
4.99E+17,0,So let me get this right - cops shoot an unarmed kid then put the town under effective martial law? In the USA? In 2014? #Ferguson,0.729597926,0.917932868,0.199371464
4.99E+17,0,Today's events in one video:http://t.co/jMcAQI1ci9#ferguson #justiceformikebrown,0.862229764,0.947686493,0.404992478
4.99E+17,0,When #Ferguson is just a town again - not a Twitter trend or a news story - a mother will still be without her son. http://t.co/mieUXka06T,0.856546164,0.954268634,0.290332466
4.99E+17,0,I look at this and I'm proud. The protesters tonight in #Ferguson were NONVIOLENT. #MikeBrown http://t.co/4CNAP6j31U,0.863595128,0.958961666,0.282330135
4.99E+17,0,even in Afghanistan we never pointed our rifles at civilians there is something seriously wrong with the police in #Ferguson,0.752719998,0.872533798,0.316746932
4.99E+17,0,Hard to ask people to obey the law when The Law kills people w/ impunity. Riots &amp; civil unrest are offsprings of corrupt system. #Ferguson,0.787058234,0.917409658,-0.064405296
4.99E+17,0,I've said it before and I'm saying it again... Who are they really afraid of again?? #Ferguson #MikeBrown http://t.co/xxZa8B0npg,0.841150761,0.960410714,-0.142890023
4.99E+17,0,The American people are the new insurgents. #ferguson #PoliceState http://t.co/iwQEwOd1gK,0.856680214,0.963858604,0
4.99E+17,0,Damn #Ferguson #MikeBrown http://t.co/1qmphydgip,0.806218266,0.955391049,-0.019220482
4.99E+17,0,Your friendly local police department. Protect and Serve. #Ferguson http://t.co/LIUfLlnXXK,0.836819291,0.951602221,0.017852985
4.99E+17,0,"While the initial looting in #Ferguson was deplorable, it's clear the town is now the victim of a huge militarized police state exercise.",0.729742289,0.897470474,-0.077836117
4.99E+17,0,There will be no #BlackOut or Censoring The Global Community from witnessing this #HUMAN travesty #Unity #Ferguson http://t.co/LcOVHIHivD,0.83823812,0.962157965,0.19382536
4.99E+17,0,Is that a bag of chips?! #REAL RT @GinoTheGhost: May be the dopest photo of the year #Ferguson http://t.co/ZxF3zhbjHb,0.849802017,0.950417042,0.27496406
4.99E+17,0,Welcome to the United Police States of America. #Ferguson http://t.co/Wau7wEohv1,0.833108783,0.965682268,-0.049696367
5.00E+17,0,No one should live in a town where militarized police point loaded weapons at unarmed citizens #Ferguson http://t.co/nk0Ugf0tpR #morningjoe,0.828832686,0.954324007,0.30304877
5.00E+17,0,RT @manofsteele: Man picks up burning tear gas can and throws it back at police. #ferguson pic by @kodacohen http://t.co/tBIacVzMKE,0.867816806,0.959395409,-0.095370008
5.00E+17,0,RT @tabithalou: This what they not showing you on the media. These young men cleaning up after the riot. #Ferguson http://t.co/50AjPG6o3V,0.909882963,0.96283251,0.120753701
5.00E+17,0,We don't need to stinkin' #PoliceState Americans!This must stop!.@StupidTeanuts: Going 2 War w/ Americans #Ferguson http://t.co/lo4ZQ59DHS,0.885225654,0.953363419,-0.084051974
5.00E+17,0,"This image is unreal. Cops in #Ferguson dressed &amp; armed for war, confronting a lone protestor http://t.co/QpEZQ7mPXq http://t.co/UUP2oXY6qf",0.882108927,0.931929827,-0.249810232
5.00E+17,0,Slain teen had notched a hard-fought victory: A diploma http://t.co/VNpRHaxFh6 #Ferguson #MichaelBrown,0.863544226,0.932405233,0.114533187
5.00E+17,0,Because the news outlets are blatantly LYING about #MikeBrown murder and ignoring the clear coverup and militarization of #Ferguson,0.736742139,0.900430083,0.10913271
5.00E+17,0,.@wizkhalifa showed support for #RIPMikeBrown last night during his #STL concert http://t.co/M7OBuIL1eV #Ferguson http://t.co/8FYpZQEWUb,0.840412378,0.907046795,-0.023004646
5.00E+17,0,Photos from @PDPJ #Ferguson http://t.co/CXXG6bPHh9,0.817313373,0.944310427,0
5.00E+17,0,"Classes started at 8am, but by 7am #MichaelBrown would be there waiting, eager http://t.co/SVaqe4vR2V #Ferguson http://t.co/P3ubd08DB8",0.831115723,0.924213767,0.3997
5.00E+17,0,All of yesterday's Vines in one YouTube video. #ferguson  http://t.co/Q2wUmBg5Cr,0.863764882,0.955218792,0.166568727
5.00E+17,0,UNEASY NIGHT: St. Louis Post Dispatch's reporting on last night's clashes in #Ferguson http://t.co/wHNNo9yo3T http://t.co/OOuZIRkjpL,0.834570169,0.936788201,0.132336543
5.00E+17,0,The Civil Rights Act is 50 years old. These two pictures were taken 50 years apart. Behold our progress. #Ferguson http://t.co/8PNn8eteO2,0.855906308,0.959930062,0.172360284
5.00E+17,0,"Thought I was looking at a pix from Birmingham, Alabama in 1963 but nope I was looking at #Ferguson Missouri 2014 smh http://t.co/V3vuwlNBFF",0.85729593,0.94218564,0.340872968
5.00E+17,0,The fact that while we've been focused on #Ferguson another black man was killed by cops in LA and it barely made the news says a lot.,0.719448328,0.902129173,0.095984802
5.00E+17,0,"Also, the National Association of Black Psychologists will be on-site to provide free crisis counseling to residents of #Ferguson today.",0.724039555,0.844456017,0.076137993
5.00E+17,0,#JusticeForMikeBrown: Powerful photos from the #Ferguson police protests http://t.co/PfZ0GIAxE1 http://t.co/I4x6KRgnHE,0.864178896,0.947041392,-0.0175576
5.00E+17,0,St. Louis area police forces are less diverse than communities they serve. By the numbers - http://t.co/L0svzVrZue #Ferguson #STL,0.842229486,0.90441525,0.132330517
5.00E+17,0,#Ferguson vs #BundyRanch See the difference? http://t.co/zKEMY38Uds,0.855449855,0.959745824,0.404992478
5.00E+17,0,Last night in #Ferguson started with joyous hymns &amp; calls for peace. It ended with another police shooting. My latest http://t.co/ckmGk9TnWA,0.878612339,0.955258727,0.067881052
5.00E+17,0,"The police do not consist of a few bad apples, the institution itself is rotten to the core. #Ferguson",0.714096904,0.880838037,0.134759749
5.00E+17,0,The events in #Ferguson Missouri remind us how and why America's police became so militarised http://t.co/wDnjslz0pk http://t.co/Fdr1r1KWpV,0.833110213,0.944453359,0.11990339
5.00E+17,0,"On a street in #Ferguson: Big wooden pellets &amp; aftermath, weapons used against peaceful protesters http://t.co/hma5qv8pls",0.873456955,0.94370842,-0.139940886
5.00E+17,0,"Black folks deserve a more honest account of racial politics than 'it's all love, overlook color, and give peace a chance.'  #Ferguson",0.708768308,0.825967431,0.156154205
5.00E+17,0,"""They say we destroying our own neighborhood. We don't own nothing out here."" #Ferguson http://t.co/cVqf6kYkUL",0.871269703,0.953061879,0.320721608
5.00E+17,0,Great piece from @nytimes about the role of racial segregation in places like #Ferguson http://t.co/yPo7ifTlcc http://t.co/eE8ljLpqEZ,0.837243676,0.928305626,0.327035752
5.00E+17,0,This is what they aren't showing you on the media. These young men cleaning up after the riot. #Ferguson http://t.co/eDH53pfQyg,0.886469126,0.966650963,0.054569666
5.00E+17,0,A few feet from where #MichaelBrown was killed: #Ferguson http://t.co/BpMH784CFR,0.854387283,0.952738762,-0.025494847
5.00E+17,0,"Armed gunmen shoot local man as part of their reign of terror in Iraq. Oops! Nope, that was police in #Ferguson. My mistake.",0.739746571,0.883458495,0.080011456
5.00E+17,0,"If Michael Brown had shot and killed a #Ferguson police officer, would his identity be kept secret for his &amp; his family's safety?",0.752553821,0.885920644,0.127244414
5.00E+17,0,You're either furious about this or protecting your entitlement. I believe it to be this simple: #Ferguson #Trayvon http://t.co/0SDoF5zobe,0.833776474,0.934018493,0.366566633
5.00E+17,0,People of #Ferguson: Stop #attacking our brave #heroes! -- http://t.co/DfxchWSDBM,0.857336402,0.948575497,0.039307105
5.00E+17,0,"WOW! #Ferguson police tell a resident a girl was shot in the head, she asks by who, partner of the cop silences him https://t.co/a0WfBzV5QU",0.850505173,0.897788048,-0.324842795
5.00E+17,0,"#MorningReads: Terrifying result of police militarization on display in #Ferguson, MO http://t.co/hpJPTohzzi",0.859254956,0.945305884,-0.01368701
5.00E+17,0,Realist picture you will see today.. #Ferguson http://t.co/PAMtLUxIXm,0.812678099,0.959418416,0
5.00E+17,0,"Image of #Ferguson protester throwing tear gas back at police, wearing the American flag, is amazing. http://t.co/JXi1sibnGG @AntonioFrench",0.853057027,0.954699934,-0.24382342
5.00E+17,0,WAKE UP!!! #Ferguson http://t.co/4N8kRGBXUf,0.820940971,0.958051562,0
5.00E+17,0,#BREAKING first official news release from #Ferguson PD since death of #MikeBrown @kmov http://t.co/Z27k2DOm7J,0.859891891,0.94525528,-0.073172901
5.00E+17,0,Looting &amp; rioting are terms that are loosely being used to describe all the civil disobedience in #Ferguson don't get it twisted #focus,0.763370275,0.861305177,0.330486752
5.00E+17,0,"#Ferguson police refuse to say who killed Michael Brown, but release looting suspects' names, ages, &amp; home addresses: http://t.co/NUVVp9vIGs",0.853247046,0.939093947,0.186673004
5.00E+17,0,"Remembering our friend Robin Williams, Updates on #Ferguson and #MikeBrown http://t.co/QBQJAuhb4v",0.862387657,0.92577672,0.053423328
5.00E+17,0,this is america? what the fuck is wrong with us? #Ferguson http://t.co/Zp4bEbkwiW,0.792850852,0.963298202,0.365344315
5.00E+17,0,Police pull up to #Ferguson in MRAPs &amp; point sniper rifles at unarmed protestors LIVE 11am-2pm CST http://t.co/OQtch0ubub,0.876726627,0.936838746,-0.06778793
5.00E+17,0,"Ppl in #Ferguson v sensitive to media descriptions of rioting, so worth noting: only behavior accurately described as such happened Sun.",0.739202738,0.890698552,0.276679996
5.00E+17,0,Calling all journalists covering #MikeBrown #Ferguson FREE coffee/Wifi if you need a place to work! @AntonioFrench http://t.co/mn8W44Ov7z,0.863975704,0.954349756,0.166568727
5.00E+17,0,New statement from #Ferguson police on shooting of #MichaelBrown ht @abake6 http://t.co/bGeRVUVQDO,0.894384325,0.960076213,-0.113698241
5.00E+17,0,#MikeBrown deserves to have these pictures circulating. Contribute to the movement #Ferguson #IfTheyGunnedMeDown http://t.co/Y5SvBwnAqD,0.844961047,0.957426906,0.361851618
5.00E+17,0,"""Don't shoot!"" #Ferguson #MichaelBrown http://t.co/5INhKTmkL5",0.851267457,0.947094738,-0.159539641
5.00E+17,0,"Trayvon Martin, Jordan Davis, Jonathan Ferrell... and now #MikeBrown. Who is next?http://t.co/zgxUC7N7TJ #Ferguson http://t.co/QHDkP8BFIJ",0.831985474,0.960734487,0.404992478
5.00E+17,0,White "anti-looting" high-horse riders listen up! Read &amp; follow @ProfessorCrunkhttp://t.co/L8DTcZCOvQ#Ferguson http://t.co/kNmvT8S2hb,0.862854958,0.930258274,-0.189659322
5.00E+17,0,"Per @themarkberman: As of this AM, witness Dorian Johnson has still not spoken to St. Louis County PD despite ""numerous attempts"" #ferguson",0.814479232,0.926741123,0.369819568
5.00E+17,0,"cops aren't soldiers. soldiers are soldiers. if you want to be a soldier, enlist &amp; head for the desert. The USA is NOT a war zone. #ferguson",0.733137667,0.912497461,-0.05036451
5.00E+17,0,Here is a collection of debris I found in #Ferguson yesterday there were tons more rubber bullets @mattdpearce http://t.co/aE3y1Z14BW,0.8720119,0.95915556,0.035469643
5.00E+17,0,"Sitting in McDonalds in #Ferguson, man says to cashier: ""They're trying to make this about looting...this is about police murdering a kid""",0.738836229,0.648715436,0.337071274
5.00E+17,0,More from #Ferguson this morning http://t.co/82Ylq2SqzK,0.820185781,0.951572716,0.166568727
5.00E+17,0,"On local tv now, @LauraKHettiger reports shooting victim last night in #Ferguson was 19-year-old male, shot multiple times by county police",0.752009034,0.860484958,-0.16609838
5.00E+17,0,There is a RALLY TODAY!!!!! SPREAD THE WORD #Ferguson #STL #MIKEBROWN http://t.co/9FavXLbo5r,0.855975807,0.954862714,0.243115891
5.00E+17,0,Police militarization on display in #Ferguson http://t.co/m9jyPq3ALq,0.831601977,0.930239916,-0.095370008
5.00E+17,0,"One pattern of the last few days: After police move the media out of the area, they become more heavy-handed and violent. #Ferguson",0.682696342,0.863372922,0.120539806
5.00E+17,0,Housing discrimination in everything: The NYT on racial inequality in #Fergusonhttp://t.co/l1ryYdFz8u http://t.co/4sBFSBYfa7,0.853647828,0.930332661,-0.152551844
5.00E+17,0,Free Coffee to all journalists spreading awareness on #MikeBrown #Ferguson movement @stlpublicradio #DONTSHOOT http://t.co/67wkah3OVS,0.854553282,0.949185252,-0.023004646
5.00E+17,0,"Right now the United States has a stronger militarized force in #Ferguson, Missouri than it does in Baghdad.",0.639384747,0.882732809,0.192031432
5.00E+17,0,"Again, WATCH: #Ferguson Police Fire Tear Gas on Protesters with ""Hands Up"" in Their Own Backyard http://t.co/BarqIACZw5",0.815694451,0.953187704,-0.018970311
5.00E+17,0,"Lawyer for Dorian Johnson, eyewitness to #MichaelBrown shooting, tells me they will meet with both FBI and county prosecutor today #Ferguson",0.786965251,0.891316414,-0.012256036
5.00E+17,0,"Again, please don't go to http://t.co/kDcuBRTXBo *unless* you want your IP logged. http://t.co/8yp3f6xv07 (big props to @plussone) #Ferguson",0.843125999,0.928351939,-0.023004646
5.00E+17,0,#Ferguson Police Department Release First Official Statement On Shooting Of Mike Brown http://t.co/FIbarj06cz #JusticeForMikeBrown,0.864913464,0.927836001,-0.093707868
5.00E+17,0,.@slmpd is not handling the shooting investigation in #Ferguson. We encourage anyone with information to contact @stlcountypd.,0.871256471,0.925158143,0.10029181
5.00E+17,0,End police brutality sign at #mikebrown memorial in #ferguson http://t.co/WH4Olf3W2v,0.880086303,0.949229002,-0.156099642
5.00E+17,0,Welcome to #Ferguson where Americans started waking up to the militarization of their police force http://t.co/3MgfQYQolW,0.85775429,0.965483844,-0.012174661
5.00E+17,0,A man picks up burning tear gas can and throws it back at police. #ferguson pic by @kodacohen http://t.co/qd9LjGNenk #hero,0.849610925,0.931612611,-0.108451117
5.00E+17,0,Join us in O'Fallon Park at 6PM for a free concert event in celebration of #MikeBrown's life. #Ferguson's own @brianowenstv performing.,0.813350677,0.918234587,-0.071898572
5.00E+17,0,"Police are using military weapons to occupy #Ferguson, Missouri: http://t.co/VnGMpxrdbI http://t.co/TAgA8A5MU6",0.853404403,0.939498901,-0.248192657
5.00E+17,0,Captain America is Black: Man throwing a tear gas canister back at police in #Ferguson. (Photo by @kodacohen.) http://t.co/diHnTVojtu,0.858999252,0.942332387,-0.380407465
5.00E+17,0,Natl bar :if #Ferguson officers name isn't released by Monday they will seek court order forcing the release. #MikeBrown @ksdknews,0.855983257,0.94948405,0.113064393
5.00E+17,0,"Riots hurt property values and ruin communities. Deters business from coming--then same ""activists"" complain, ""No jobs!""#Ferguson #tcot",0.807619333,0.868986011,0.0144145
5.00E+17,0,White CNN host complains that #Ferguson PD doesn't reflect city's racial diversity. CNN's line up doesn't reflect nation's diversity!#tcot,0.749488711,0.816058576,0.080234217
5.00E+17,0,"Man in flag shirt, holding a bag of chips, throws flaming can of tear gas BACK at #Ferguson police. My new hero. http://t.co/ryj6QkaF1w",0.815405309,0.951081812,-0.321950884
5.00E+17,0,"No, this isn't Iraq or Gaza or Syria. This is the United States of America. #Ferguson #WTF (via @GerryDuggan) http://t.co/BcxvWjCW5N",0.844313622,0.958725095,0.371182787
5.00E+17,0,"Hey Obama &amp; FBI Here's A BIG LEAD 4 U! Look what's being handed out 2 #Ferguson Rioters, talk 2 the Sponsors!#tcot http://t.co/wJlOkoUPFc",0.843041241,0.96117276,0.123579572
5.00E+17,0,"Dont let irrational thoughts lead you,Dr. King's non violent movement got results. What has violence ever gotten us?#Ferguson #KeepingItReal",0.760093629,0.896988273,0.015924451
5.00E+17,0,Better Family life out here in the #FERGUSON community offering therapy for the residents of Canfield #MikeBrown http://t.co/SIiRImomBP,0.84599185,0.949663401,0.327738259
5.00E+17,0,"Where Was #Sharpton, Liberals, Obama?! Almost Exactly One Year Ago in #Ferguson Missouri http://t.co/lTluzAHrMf #tcot http://t.co/lOdFjDO5Ux",0.849614501,0.95173192,0.404992478
5.00E+17,0,How did the U.S. police get the weapons + tactics we're seeing in #Ferguson? See our report https://t.co/fGfa17WplH #JusticeForMikeBrown,0.871685803,0.959775746,0.138949111
5.00E+17,0,"Don't feel hopeless if you are far from #Ferguson. Organize your block or your hood. Unite tenants, support ex-offenders, #FilmThePolice.",0.802879095,0.801421881,-0.123432788
5.00E+17,0,"WE OUT HERE IN #Ferguson cleaning up OUR city ! Handing out water, Gatorade, snacks, &amp; cleaning supplies #MikeBrown http://t.co/zmMRWFF0Ch",0.86668247,0.942466259,0.177767611
5.00E+17,0,"""This is not just a north side problem or a black problem, this is a St. Louis problem"" - Tom Naerper #Ferguson http://t.co/VYF5whVBRo",0.832124114,0.884088993,0.036667493
5.00E+17,0,disarm the police RT @Criticl_me: ppl dont want ur "protection" anymore! #Ferguson #PoliceBrutality http://t.co/ssB7H7Eo5I @theindividuals,0.880182147,0.949701071,0.11990339
5.00E+17,0,"""Race relations are a top priority right now,"" says #Ferguson police chief. https://t.co/nzOddisKma",0.853783369,0.928043842,-0.139962865
5.00E+17,0,She gets it. Why can't everyone else? #Ferguson #Equality #MikeBrown http://t.co/bIqHPWfdtf,0.818681479,0.960763931,0.087752435
5.00E+17,0,State Senator asks the #Ferguson police chief if she's going to be gassed again. https://t.co/as6iQJniPQ,0.860046268,0.929453135,0.073282177
5.00E+17,0,"#Anonymous released radio runs of #MikeBrown murder in #Ferguson. Cops call 4 backup, not EMS: http://t.co/mMQMpFD2BV http://t.co/xcpQ9qOi9B",0.879131556,0.940487862,0.024827039
5.00E+17,0,9 Powerful Photos That Show #Ferguson Is Pretty Much Being Treated Like A War Zone http://t.co/LXKipJ2I6Q,0.867502093,0.874553144,0.146409678
5.00E+17,0,RT @AntonioFrench: State Senator asks the #Ferguson police chief if she's going to be gassed again. https://t.co/nOjU8ikmr2,0.872657657,0.957724333,0.073282177
5.00E+17,0,Breaking: Anonymous posts St. Louis police tapes from day of #Ferguson shooting. http://t.co/uUp1y56mfz @YourAnonNews,0.891026199,0.942611396,-0.139392064
5.00E+17,0,Important new image in #Ferguson via @leisazigman. http://t.co/V8zlGQNDJI,0.868064821,0.96219039,0.243115891
5.00E+17,0,"#Ferguson police chief ""we want the truth like everybody else does."" OK, then start with full transparency. Who shot #MikeBrown?",0.763177037,0.896891952,-0.095563025
5.00E+17,0,Wow  RT @AntonioFrench: State Senator asks the #Ferguson police chief if she's going to be gassed again. https://t.co/wgnDJbEaGV,0.871168256,0.958946109,0.088259738
5.00E+17,0,#Ferguson police chief has "no doubt that the investigation will be conducted impartially." Well WE ALL HAVE SERIOUS DOUBTS. #MikeBrown,0.735309899,0.912047505,0.235736558
5.00E+17,0,Feds asking anyone with info on #MikeBrown shooting in #Ferguson to call St. Louis FBI at 314-589-2500.,0.818634868,0.849892974,-0.159539641
5.00E+17,0,That's horrible! RT @AntonioFrench: State Senator asks the #Ferguson police chief if she's going to be gassed again. https://t.co/kDe3iVM2Sm,0.85990876,0.958767354,-0.001950967
5.00E+17,0,"State Sen. Maria Chappelle-Nadal: ""On Sunday, I literally had young people willing to die to get justice."" #Ferguson http://t.co/8FTN46ZBCH",0.832061291,0.952602446,-0.005668963
5.00E+17,0,hey @goldietaylor shoot me a dm when you get a chance. I've got something you may want to see #ferguson,0.720151842,0.924345672,0.255513185
5.00E+17,0,No-Fly Zone over #Ferguson MO bans News Copters from Reporting on Protests http://t.co/hcsRiULLoyAnyone gotta drone?#OpFerguson,0.887244821,0.950736642,-0.030789048
5.00E+17,0,"Anti-Gunners Donated $500k+ 2 Defeat Pro-Gun Sheriff, He Won Anyway! http://t.co/KdWIsaSDhT #tcot #2A #Ferguson #NRA http://t.co/9LQkU5JOlv",0.865941525,0.931921124,-0.10589383
5.00E+17,0,The Dept. of Justice has made it official: The agency has opened a civil rights investigation into the #MikeBrown shooting. #Ferguson,0.778587222,0.91741097,-0.035083195
5.00E+17,0,"Iconic: USA shirt, bag of chips in one hand, other throws back tear gas cannister at police by @kodacohen http://t.co/wsEu4sJ35P #Ferguson",0.860872388,0.936558187,0.073282177
5.00E+17,0,#BREAKING here's copy of joint statement from US Attorney re: #MikeBrown #Ferguson @kmov http://t.co/AQNT2X55tS,0.862395048,0.956488729,-0.058631419
5.00E+17,0,Great Minds Think Alike But So Do DUMBASSES! Jesse Jackson: There's a '#Ferguson' near U http://t.co/PIlkbY2YB6 #tcot http://t.co/RRz31Fqc1m,0.857933283,0.898246884,0.406847649
5.00E+17,0,#Ferguson or #Iraq? Photos unmask the militarization of America's police http://t.co/HrhTDifUSY via @mashable http://t.co/AcZZX4lypd,0.835703969,0.938632846,-0.095370008
5.00E+17,0,JUST IN: St. Louis County Prosecutor Bob McCulloch will hold a news conference on the #MikeBrown case at 4:30. #Ferguson,0.743546605,0.896847844,0.067453441
5.00E+17,0,We have a serious and ongoing police vs young black men problem in America that reminds me we haven't come as far as we think.#Ferguson,0.734955668,0.878793359,0.195640932
5.00E+17,0,This is a photo I took at the vigil. Just wanted to offer a different perspective. #Ferguson #MikeBrown http://t.co/QdBY0lOTgd,0.856257856,0.962131739,0.389309033
5.00E+17,0,"St. Louis Police tells me they’re currently talking to Dorian Johnson, key witness in #MikeBrown shooting http://t.co/f3DFtJO4jI #Ferguson",0.891473711,0.928391576,-0.128009573
5.00E+17,0,Community organizations on-site in #Ferguson http://t.co/mDz9Z9dque,0.798160851,0.941752315,-0.00086014
5.00E+17,0,"Well, OF COURSE the #Ferguson police need to wear camouflage instead of uniforms. They might need to hide in all those urban forests.",0.735051036,0.872328758,-0.086401663
5.00E+17,0,"More startling statistics about the segregated population of #Ferguson, Mo. http://t.co/uYrldQHoj7 http://t.co/vgxuLMYDhz",0.853479862,0.958901763,0.291391455
5.00E+17,0,Full statement from Feds on civil rights investigation in death of #MichaelBrown #Ferguson http://t.co/ce0RKmX0Wv,0.858562231,0.949754,-0.025990819
5.00E+17,0,More than 100 volunteers out cleaning up #MikeBrown #Ferguson http://t.co/CKjahbQTeK,0.820929289,0.943088353,0.371182787
5.00E+17,0,BREAKING NEWS: RACISM IS OVER. RT @ksdknews Important new image in #Ferguson via @leisazigman. http://t.co/bovc5Hs1w2,0.879483223,0.961365402,0.243115891
5.00E+17,0,Volunteers out cleaning up community #MikeBrown #Ferguson #FergusonRiot http://t.co/3IHN3VU1hD,0.867481232,0.957625866,0.171557744
5.00E+17,0,#Ferguson or Afghanistan? Powerful evidence of growing militarization of US police forces. http://t.co/luG1gwAfEG http://t.co/ugNQTlj0le,0.838551402,0.950737655,-0.017557601
5.00E+17,0,Right now in downtown Clayton in front of the Buzz Westfall Justice Center. #ferguson https://t.co/KguCSJuCZ6,0.848449349,0.942094922,-0.021694739
5.00E+17,0,"""RESISTANCE from #Ferguson to #Palestine"" #FreePalestine #MikeBrown @Dreamdefenders http://t.co/olYnQ2plyu",0.857290864,0.953332424,-0.067209416
5.00E+17,0,RT @freegcf: RT @organizemo: @OpFerguson PLS RT! Jail support info for ppl arrested at #mikebrown rallies. #ferguson http://t.co/GRJvO1dAlp,0.876675487,0.955449939,-0.156530475
5.00E+17,0,#Ferguson Police Department:Riot Gear ✔️Tear Gas ✔️Camouflage ✔️Assault Rifles ✔️Armored Land Mine Vehicles ✔️Dashboard cameras 🚫,0.706651807,0.811507642,-0.368662378
5.00E+17,0,"Younger than #MikeBrown, but not that much younger #Ferguson #dontshoot @vicenews http://t.co/CmxiIzfDIZ",0.816204309,0.942096412,0.375706628
5.00E+17,0,Police look on as protestors rally in #Ferguson http://t.co/LCzNUCNvKE,0.843815446,0.904004753,0.11990339
5.00E+17,0,"#Ferguson #FergusonRiot #JailSupport helps those arrested in order to connect them to lawyers, relay messages... http://t.co/9NQJclwvah",0.870306611,0.916051924,0.369476035
5.00E+17,0,JUST IN: @ksdknews has confirmed #MikeBrown did not have have a criminal record. #Ferguson,0.811606228,0.9327057,0.303063403
5.00E+17,0,"Crowd near site of shooting chants ""hands up, don't shoot."" #Ferguson http://t.co/QjRW4Zqa0n",0.837502003,0.91294384,-0.159539641
5.00E+17,0,RT @JJohnsonKMOV: Intersection of Canfield and W.Florissant traffic backed up due to march #MikeBrown #Ferguson #KMOV http://t.co/ty8oxzPorb,0.871264398,0.947357416,-0.00086014
5.00E+17,0,Left: police that #Obama condemned under Yanukovych. Right: #Obama's police in #Ferguson. #Hypocrisy #USA #Ukraine http://t.co/9x4PBwQ0Sg,0.84369427,0.951474905,0.014385702
5.00E+17,0,Saw #Ferguson for myself. #justiceformichaelbrown Photos from me &amp; the people here:http://t.co/LWqwJzm06F,0.903797626,0.96041441,0
5.00E+17,0,Witness To #MichaelBrown's Shooting Opens Up: He Was 'Shot Like An Animal' http://t.co/SFsdjDasjn #Ferguson http://t.co/WHb0OxD2Zo,0.867968559,0.944783211,-0.158778561
5.00E+17,0,#Ferguson #stl #MikeBrown RT @prairielaura: pls spread around StL:  https://t.co/rPVAdMQfDa,0.847990811,0.951131701,0
5.00E+17,0,"Ferguson, Mo., is 67% black, but black citizens account for 86% of police stops, 92% of searches and 93% of arrests #MikeBrown #Ferguson",0.744813383,0.833353579,-0.183064873
5.00E+17,0,USA doesn't comply with law that requires reporting on police use of deadly force http://t.co/DQ4hmsGY6K #Ferguson http://t.co/NTQZv7n0hy,0.839534283,0.907758117,-0.050287221
5.00E+17,0,Confirmed: this is irrelevant. RT @ksdknews: Confirmed: #MikeBrown had no criminal record. http://t.co/hq8ng0PY67 #Ferguson,0.86242646,0.947284043,0.206533376
5.00E+17,0,#Ferguson is locked down hard. We're parking and going in on foot.,0.671865165,0.867851973,-0.43752596
5.00E+17,0,Don't get confused: rage is the right response to what happened in #Ferguson. http://t.co/cQr7vRI59I http://t.co/zVjOuMcV7L,0.839056492,0.947943568,0.178946258
5.00E+17,0,Vet to #Ferguson cops: "Go ahead and shoot me!" http://t.co/Fb89M2wwh6 http://t.co/4bYvq9Hlxq,0.83487308,0.940297604,-0.138595452
5.00E+17,0,I can't help but notice that no one with the  #NRA or #tcot has suggested the #Ferguson protesters should carry assault rifles. Weird.,0.729141533,0.870088816,0.235364927
5.00E+17,0,#Ferguson heavily armed police in military gear arriving on armed personnel carriers now http://t.co/GbGdrhZBlM,0.85515511,0.947659492,-0.137847882
5.00E+17,0,"BREAKING: #Ferguson both lanes of W Florissant Ave blocked again, crowd chanting ""They say get back, we say fuck that"" tact teams driving up",0.76601553,0.889094234,0.162366735
5.00E+17,0,The #STL SWAT team has weapons drawn in #Ferguson at a protest in broad daylight with media attending http://t.co/z6zIVuCM6D,0.88400805,0.939800739,-0.23711603
5.00E+17,0,A massive SWAT team just showed up to peaceful demonstration in #ferguson https://t.co/5nudRUA7vS,0.866458535,0.938002944,0.062015063
5.00E+17,0,RT .@FOX2now: The #STL SWAT team has weapons drawn in #Ferguson at a protest in broad daylight with media attending http://t.co/xVblIjQMwH,0.881152987,0.953344882,-0.23711603
5.00E+17,0,"Police started arresting ppl, ordering everyone to disperse. I saw no violence from protesters. @vicenews #Ferguson http://t.co/EwaQF0qlLV",0.872994959,0.948397398,-0.033382809
5.00E+17,0,Overkill in #Ferguson. Officer won't answer my question about why this is needed. http://t.co/iSPsP1Rxa1,0.886315942,0.962587714,0.275073804
5.00E+17,0,Police are demanding protesters disperse. "this is not up for discussion. Return to your vehicles. Return to your homes." #Ferguson,0.595398784,0.785900831,0.187885107
5.00E+17,0,Demonstrators on West Florissant in #Ferguson wearing signs.  Holding hands in the air in solidarity with #MikeBrown http://t.co/8vTK96SUvT,0.856507778,0.925882757,0.041004494
5.00E+17,0,"im so, so glad there's such extensive social media coverage of what's going on in #ferguson. i fear we'd know nothing otherwise.",0.701278329,0.891362965,0.271033125
5.00E+17,0,#SWAT Team watches with scopes in #Ferguson while demonstrators raise their hands for #MikeBrown Justice http://t.co/jSy0GZOuu8,0.856002629,0.886190116,0.170617268
